date_utc,asset,close_binance,close_kraken,close_coinbase
2024-05-09,BTC,63074.01,63051.9,63073.57
2024-05-10,BTC,60799.99,60794.6,60787.47
2024-05-11,BTC,60825.99,60805.0,60814.63
2024-05-12,BTC,61483.99,61444.6,61453.02
2024-05-13,BTC,62940.08,62910.0,62932.37
2024-05-14,BTC,61577.49,61568.6,61539.84
2024-05-15,BTC,66206.5,66233.0,66244.69
2024-05-16,BTC,65235.21,65228.4,65252.18
2024-05-17,BTC,67024.0,67043.5,67046.33
2024-05-18,BTC,66915.2,66920.0,66923.87
2024-05-19,BTC,66274.01,66262.4,66261.62
2024-05-20,BTC,71446.62,71408.1,71432.17
2024-05-21,BTC,70148.34,70145.1,70142.84
2024-05-22,BTC,69166.62,69144.0,69109.93
2024-05-23,BTC,67969.65,67940.8,67940.45
2024-05-24,BTC,68549.99,68539.1,68547.8
2024-05-25,BTC,69290.57,69278.7,69289.67
2024-05-26,BTC,68507.67,68476.4,68473.72
2024-05-27,BTC,69436.43,69377.8,69368.72
2024-05-28,BTC,68398.39,68324.9,68321.98
2024-05-29,BTC,67652.42,67575.4,67569.45
2024-05-30,BTC,68352.17,68365.0,68338.58
2024-05-31,BTC,67540.01,67498.1,67472.41
2024-06-01,BTC,67766.85,67717.2,67719.29
2024-06-02,BTC,67765.63,67729.1,67735.52
2024-06-03,BTC,68809.9,68800.0,68791.0
2024-06-04,BTC,70537.84,70558.6,70542.32
2024-06-05,BTC,71108.0,71103.6,71121.11
2024-06-06,BTC,70799.06,70752.1,70773.64
2024-06-07,BTC,69355.6,69317.0,69324.53
2024-06-08,BTC,69310.46,69291.5,69304.05
2024-06-09,BTC,69648.14,69649.9,69637.87
2024-06-10,BTC,69540.0,69522.1,69497.73
2024-06-11,BTC,67314.24,67348.6,67316.53
2024-06-12,BTC,68263.99,68233.7,68248.6
2024-06-13,BTC,66773.01,66756.5,66738.85
2024-06-14,BTC,66043.99,65992.1,66004.39
2024-06-15,BTC,66228.25,66198.1,66192.0
2024-06-16,BTC,66676.87,66635.4,66628.75
2024-06-17,BTC,66504.33,66487.6,66481.81
2024-06-18,BTC,65175.32,65169.7,65152.8
2024-06-19,BTC,64974.37,64949.0,64943.79
2024-06-20,BTC,64869.99,64833.3,64840.88
2024-06-21,BTC,64143.56,64087.9,64120.28
2024-06-22,BTC,64262.01,64253.0,64235.01
2024-06-23,BTC,63210.01,63176.1,63171.43
2024-06-24,BTC,60293.3,60297.0,60263.0
2024-06-25,BTC,61806.01,61794.0,61789.71
2024-06-26,BTC,60864.99,60815.1,60816.68
2024-06-27,BTC,61706.47,61617.1,61615.39
2024-06-28,BTC,60427.84,60319.6,60313.35
2024-06-29,BTC,60986.68,60860.0,60885.67
2024-06-30,BTC,62772.01,62680.3,62668.26
2024-07-01,BTC,62899.99,62858.5,62830.13
2024-07-02,BTC,62135.47,62019.9,62040.22
2024-07-03,BTC,60208.58,60146.6,60145.01
2024-07-04,BTC,57050.01,57021.1,57042.14
2024-07-05,BTC,56628.79,56650.1,56639.43
2024-07-06,BTC,58230.13,58234.9,58244.75
2024-07-07,BTC,55857.81,55845.4,55854.09
2024-07-08,BTC,56714.62,56699.3,56699.43
2024-07-09,BTC,58050.0,58001.6,58047.86
2024-07-10,BTC,57725.85,57743.1,57712.59
2024-07-11,BTC,57339.89,57350.0,57340.77
2024-07-12,BTC,57889.1,57911.4,57909.03
2024-07-13,BTC,59204.02,59222.8,59224.58
2024-07-14,BTC,60797.91,60810.0,60808.42
2024-07-15,BTC,64724.14,64764.2,64757.16
2024-07-16,BTC,65043.99,65088.7,65088.99
2024-07-17,BTC,64087.99,64120.0,64085.81
2024-07-18,BTC,63987.92,63960.7,63982.86
2024-07-19,BTC,66660.0,66708.9,66707.61
2024-07-20,BTC,67139.96,67166.1,67163.83
2024-07-21,BTC,68165.34,68137.1,68181.28
2024-07-22,BTC,67532.01,67595.1,67558.22
2024-07-23,BTC,65936.01,65900.8,65939.24
2024-07-24,BTC,65376.0,65367.0,65366.4
2024-07-25,BTC,65799.95,65795.4,65795.42
2024-07-26,BTC,67907.99,67914.7,67924.08
2024-07-27,BTC,67896.5,67900.8,67899.41
2024-07-28,BTC,68249.88,68250.0,68244.3
2024-07-29,BTC,66784.69,66755.3,66771.45
2024-07-30,BTC,66188.0,66175.1,66169.68
2024-07-31,BTC,64628.0,64638.1,64609.62
2024-08-01,BTC,65354.02,65300.0,65288.18
2024-08-02,BTC,61498.33,61409.9,61418.06
2024-08-03,BTC,60697.99,60688.5,60674.93
2024-08-04,BTC,58161.0,58103.0,58130.95
2024-08-05,BTC,54018.81,54006.5,54029.12
2024-08-06,BTC,56022.01,56080.0,56048.08
2024-08-07,BTC,55134.16,55091.0,55148.1
2024-08-08,BTC,61685.99,61704.7,61705.58
2024-08-09,BTC,60837.99,60859.9,60862.13
2024-08-10,BTC,60923.51,60951.7,60935.02
2024-08-11,BTC,58712.59,58717.7,58722.49
2024-08-12,BTC,59346.64,59359.9,59358.78
2024-08-13,BTC,60587.15,60600.0,60603.19
2024-08-14,BTC,58683.39,58693.6,58690.62
2024-08-15,BTC,57541.06,57554.9,57543.61
2024-08-16,BTC,58874.6,58898.4,58888.99
2024-08-17,BTC,59491.99,59473.3,59497.49
2024-08-18,BTC,58427.35,58466.5,58437.9
2024-08-19,BTC,59438.5,59493.7,59452.67
2024-08-20,BTC,59013.8,59023.3,59017.59
2024-08-21,BTC,61156.03,61179.7,61163.28
2024-08-22,BTC,60375.84,60391.1,60383.29
2024-08-23,BTC,64037.24,64087.4,64086.72
2024-08-24,BTC,64157.01,64176.0,64179.63
2024-08-25,BTC,64220.0,64288.1,64251.93
2024-08-26,BTC,62834.0,62854.7,62840.0
2024-08-27,BTC,59415.0,59458.0,59439.64
2024-08-28,BTC,59034.9,59025.6,59045.88
2024-08-29,BTC,59359.01,59385.5,59364.47
2024-08-30,BTC,59123.99,59105.0,59112.77
2024-08-31,BTC,58973.99,58972.3,58968.37
2024-09-01,BTC,57301.86,57321.2,57299.0
2024-09-02,BTC,59132.13,59128.6,59139.83
2024-09-03,BTC,57487.73,57497.6,57468.84
2024-09-04,BTC,57970.9,57970.0,57971.0
2024-09-05,BTC,56180.0,56163.9,56156.82
2024-09-06,BTC,53962.97,53948.3,53950.01
2024-09-07,BTC,54160.86,54146.4,54156.33
2024-09-08,BTC,54869.95,54856.8,54881.11
2024-09-09,BTC,57042.0,57062.7,57053.9
2024-09-10,BTC,57635.99,57630.0,57645.59
2024-09-11,BTC,57338.0,57350.6,57352.79
2024-09-12,BTC,58132.32,58133.1,58137.54
2024-09-13,BTC,60498.0,60581.0,60543.35
2024-09-14,BTC,59993.03,60000.1,60012.35
2024-09-15,BTC,59132.0,59135.1,59122.33
2024-09-16,BTC,58213.99,58197.2,58208.75
2024-09-17,BTC,60313.99,60317.2,60312.6
2024-09-18,BTC,61759.99,61777.7,61769.18
2024-09-19,BTC,62947.99,62922.1,62960.14
2024-09-20,BTC,63201.05,63210.2,63210.69
2024-09-21,BTC,63348.96,63376.1,63362.74
2024-09-22,BTC,63578.76,63615.2,63577.66
2024-09-23,BTC,63339.99,63332.4,63338.87
2024-09-24,BTC,64262.7,64271.8,64272.93
2024-09-25,BTC,63152.01,63139.2,63130.89
2024-09-26,BTC,65173.99,65183.5,65177.21
2024-09-27,BTC,65769.95,65788.9,65789.0
2024-09-28,BTC,65858.0,65878.4,65858.99
2024-09-29,BTC,65602.01,65610.0,65600.01
2024-09-30,BTC,63327.59,63338.5,63301.25
2024-10-01,BTC,60805.78,60819.1,60790.0
2024-10-02,BTC,60649.28,60635.3,60631.37
2024-10-03,BTC,60752.71,60739.6,60744.99
2024-10-04,BTC,62086.0,62081.0,62090.71
2024-10-05,BTC,62058.0,62049.0,62051.29
2024-10-06,BTC,62819.91,62809.3,62810.86
2024-10-07,BTC,62224.0,62234.6,62200.28
2024-10-08,BTC,62160.49,62117.9,62122.02
2024-10-09,BTC,60636.02,60558.0,60578.28
2024-10-10,BTC,60326.39,60279.5,60279.53
2024-10-11,BTC,62540.0,62502.5,62518.75
2024-10-12,BTC,63206.22,63184.0,63187.47
2024-10-13,BTC,62870.02,62834.9,62845.3
2024-10-14,BTC,66083.99,66025.5,66065.65
2024-10-15,BTC,67074.14,67060.5,67056.6
2024-10-16,BTC,67620.01,67589.9,67608.44
2024-10-17,BTC,67421.78,67407.8,67402.33
2024-10-18,BTC,68428.0,68440.3,68426.11
2024-10-19,BTC,68378.0,68374.9,68363.73
2024-10-20,BTC,69031.99,69010.5,69014.86
2024-10-21,BTC,67377.5,67385.1,67346.15
2024-10-22,BTC,67426.0,67387.6,67380.08
2024-10-23,BTC,66668.65,66633.4,66601.11
2024-10-24,BTC,68198.28,68170.1,68156.84
2024-10-25,BTC,66698.33,66606.8,66564.51
2024-10-26,BTC,67092.76,67026.0,67012.56
2024-10-27,BTC,68021.7,67941.2,67943.19
2024-10-28,BTC,69962.21,69911.9,69924.5
2024-10-29,BTC,72736.42,72661.0,72724.35
2024-10-30,BTC,72344.74,72331.1,72322.91
2024-10-31,BTC,70292.01,70250.1,70197.83
2024-11-01,BTC,69496.01,69490.1,69467.29
2024-11-02,BTC,69374.74,69300.0,69358.94
2024-11-03,BTC,68775.99,68748.7,68738.18
2024-11-04,BTC,67850.01,67783.3,67807.48
2024-11-05,BTC,69372.01,69382.7,69380.73
2024-11-06,BTC,75571.99,75642.0,75646.55
2024-11-07,BTC,75857.89,75949.2,75920.0
2024-11-08,BTC,76509.78,76550.4,76566.73
2024-11-09,BTC,76677.46,76728.3,76716.06
2024-11-10,BTC,80370.01,80423.3,80428.92
2024-11-11,BTC,88647.99,88737.6,88770.73
2024-11-12,BTC,87952.01,88087.3,88035.43
2024-11-13,BTC,90375.2,90490.9,90493.82
2024-11-14,BTC,87325.59,87313.2,87340.4
2024-11-15,BTC,91032.07,91062.0,91058.36
2024-11-16,BTC,90586.92,90555.1,90636.24
2024-11-17,BTC,89855.99,89850.0,89886.69
2024-11-18,BTC,90464.08,90507.9,90520.3
2024-11-19,BTC,92310.79,92376.1,92435.89
2024-11-20,BTC,94286.56,94364.5,94393.15
2024-11-21,BTC,98317.12,98496.0,98439.09
2024-11-22,BTC,98892.0,99000.0,99024.03
2024-11-23,BTC,97672.4,97759.1,97778.77
2024-11-24,BTC,97900.04,97994.1,98028.18
2024-11-25,BTC,93010.01,93000.0,93000.01
2024-11-26,BTC,91965.16,91914.5,91929.54
2024-11-27,BTC,95863.11,95952.9,95951.19
2024-11-28,BTC,95643.98,95637.8,95665.53
2024-11-29,BTC,97460.0,97478.7,97490.56
2024-11-30,BTC,96407.99,96456.2,96465.42
2024-12-01,BTC,97185.18,97244.6,97263.18
2024-12-02,BTC,95840.62,95853.3,95862.89
2024-12-03,BTC,95849.69,95917.5,95924.52
2024-12-04,BTC,98587.32,98757.1,98746.24
2024-12-05,BTC,96945.63,97087.3,97044.23
2024-12-06,BTC,99740.84,99872.9,99891.35
2024-12-07,BTC,99831.99,99899.9,99929.32
2024-12-08,BTC,101109.59,101170.0,101174.99
2024-12-09,BTC,97276.47,97399.9,97324.81
2024-12-10,BTC,96593.0,96655.1,96660.76
2024-12-11,BTC,101125.0,101177.0,101202.11
2024-12-12,BTC,100004.29,100050.1,100030.47
2024-12-13,BTC,101424.25,101483.1,101428.75
2024-12-14,BTC,101420.0,101400.1,101399.99
2024-12-15,BTC,104463.99,104355.2,104447.76
2024-12-16,BTC,106058.66,106067.2,106099.81
2024-12-17,BTC,106133.74,106151.9,106136.99
2024-12-18,BTC,100204.01,100166.1,100150.73
2024-12-19,BTC,97461.86,97431.4,97372.21
2024-12-20,BTC,97805.44,97781.8,97765.0
2024-12-21,BTC,97291.99,97232.6,97230.08
2024-12-22,BTC,95186.27,95101.9,95087.75
2024-12-23,BTC,94881.47,94699.4,94764.56
2024-12-24,BTC,98663.58,98647.2,98594.47
2024-12-25,BTC,99429.6,99310.8,99346.28
2024-12-26,BTC,95791.6,95645.0,95669.49
2024-12-27,BTC,94299.03,94148.9,94171.89
2024-12-28,BTC,95300.0,95204.1,95130.82
2024-12-29,BTC,93738.2,93551.0,93563.35
2024-12-30,BTC,92792.05,92611.3,92620.71
2024-12-31,BTC,93576.0,93370.9,93354.22
2025-01-01,BTC,94591.79,94380.8,94383.59
2025-01-02,BTC,96984.79,96805.2,96903.19
2025-01-03,BTC,98174.18,98111.1,98136.51
2025-01-04,BTC,98220.5,98208.9,98209.85
2025-01-05,BTC,98363.61,98306.2,98345.33
2025-01-06,BTC,102235.6,102222.0,102279.41
2025-01-07,BTC,96954.61,96932.2,96941.98
2025-01-08,BTC,95060.61,95060.4,95036.63
2025-01-09,BTC,92552.49,92531.7,92547.44
2025-01-10,BTC,94726.11,94698.8,94701.18
2025-01-11,BTC,94599.99,94562.1,94565.02
2025-01-12,BTC,94545.06,94449.9,94509.62
2025-01-13,BTC,94536.1,94487.1,94506.45
2025-01-14,BTC,96560.86,96560.1,96534.96
2025-01-15,BTC,100497.35,100496.4,100510.23
2025-01-16,BTC,99987.3,99976.7,99981.78
2025-01-17,BTC,104077.48,104089.8,104107.0
2025-01-18,BTC,104556.23,104382.0,104435.0
2025-01-19,BTC,101331.57,101191.1,101211.13
2025-01-20,BTC,102260.01,102162.8,102145.43
2025-01-21,BTC,106143.82,106162.8,106159.26
2025-01-22,BTC,103706.66,103648.5,103667.11
2025-01-23,BTC,103910.34,103920.2,103926.36
2025-01-24,BTC,104870.5,104840.4,104850.27
2025-01-25,BTC,104746.85,104705.2,104733.56
2025-01-26,BTC,102620.0,102596.5,102563.0
2025-01-27,BTC,102082.83,102133.3,102062.42
2025-01-28,BTC,101335.52,101299.8,101290.0
2025-01-29,BTC,103733.24,103708.0,103747.25
2025-01-30,BTC,104722.94,104750.1,104742.64
2025-01-31,BTC,102429.56,102406.0,102411.26
2025-02-01,BTC,100635.65,100624.2,100623.85
2025-02-02,BTC,97700.59,97696.1,97676.52
2025-02-03,BTC,101328.52,101425.1,101460.2
2025-02-04,BTC,97763.13,97868.5,97795.05
2025-02-05,BTC,96612.43,96623.8,96638.33
2025-02-06,BTC,96554.35,96559.2,96564.62
2025-02-07,BTC,96506.8,96547.5,96537.08
2025-02-08,BTC,96444.74,96496.5,96476.25
2025-02-09,BTC,96462.75,96473.0,96475.82
2025-02-10,BTC,97430.82,97441.2,97444.41
2025-02-11,BTC,95778.2,95767.1,95774.08
2025-02-12,BTC,97869.99,97874.0,97862.53
2025-02-13,BTC,96608.14,96628.0,96625.29
2025-02-14,BTC,97500.48,97464.0,97509.03
2025-02-15,BTC,97569.66,97588.2,97596.94
2025-02-16,BTC,96118.12,96144.1,96119.88
2025-02-17,BTC,95780.0,95772.8,95781.8
2025-02-18,BTC,95671.74,95600.0,95607.4
2025-02-19,BTC,96644.37,96625.7,96632.03
2025-02-20,BTC,98305.0,98339.1,98347.2
2025-02-21,BTC,96181.98,96099.5,96157.03
2025-02-22,BTC,96551.01,96600.1,96582.12
2025-02-23,BTC,96258.0,96303.4,96265.98
2025-02-24,BTC,91552.88,91534.4,91510.82
2025-02-25,BTC,88680.4,88632.6,88583.74
2025-02-26,BTC,84250.09,84089.8,84111.78
2025-02-27,BTC,84708.58,84691.4,84625.19
2025-02-28,BTC,84349.94,84309.2,84297.73
2025-03-01,BTC,86064.53,86020.8,86018.76
2025-03-02,BTC,94270.0,94285.0,94265.48
2025-03-03,BTC,86220.61,86144.7,86161.1
2025-03-04,BTC,87281.98,87250.0,87249.96
2025-03-05,BTC,90606.01,90610.4,90603.73
