asset,date_utc,timestamp_utc,close_px,volume_base,source
USDT,2025-06-13,2025-06-13 00:00:00+00:00,1.00025,328121259.42546993,kraken
USDT,2025-06-14,2025-06-14 00:00:00+00:00,1.00027,96206068.49247296,kraken
USDT,2025-06-15,2025-06-15 00:00:00+00:00,0.99998,124685069.54000545,kraken
USDT,2025-06-16,2025-06-16 00:00:00+00:00,1.00033,180972218.5692426,kraken
USDT,2025-06-17,2025-06-17 00:00:00+00:00,1.0,176505926.8555726,kraken
USDT,2025-06-18,2025-06-18 00:00:00+00:00,1.00012,162320721.26503357,kraken
USDT,2025-06-19,2025-06-19 00:00:00+00:00,1.00001,73320171.62214667,kraken
USDT,2025-06-20,2025-06-20 00:00:00+00:00,0.99996,202663924.82425213,kraken
USDT,2025-06-21,2025-06-21 00:00:00+00:00,1.00014,72578031.82704146,kraken
USDT,2025-06-22,2025-06-22 00:00:00+00:00,1.00016,117943950.1087026,kraken
USDT,2025-06-23,2025-06-23 00:00:00+00:00,1.00056,475699585.084752,kraken
USDT,2025-06-24,2025-06-24 00:00:00+00:00,1.00043,437676424.0824595,kraken
USDT,2025-06-25,2025-06-25 00:00:00+00:00,1.00048,328334340.6387378,kraken
USDT,2025-06-26,2025-06-26 00:00:00+00:00,1.00035,254062567.13267416,kraken
